ns life 0	you will suffer when you are in ns life
home team ns 1	Advance birthday celebration for Kim @ Home Team Ns
bookout 2	Cant wait for yan's bookout tmrw . Been a while hang out with my fav buddies
enlistment 1	All ready and set for enlistment later ! ! #NS #selfie #RecruitChinzhouchunyi : Here's a pic of me
saf 2	Well done saf
tekong 1	@theKIDDKILLER i feel you ! Hahah bro u which company ? Tekong right ?
national service resort country club 2	Happy 21st sis @ National Service Resort Country Club
tampines 1	My friend called them box people . hehe #singaporearmy #sourvenir @ Our Army Exhibition at Tampines
ord 1	ORD OH ?
bmt 1	Small Catch up with the BMT ppl #saturdate @ ION Orchard
ord 1	Birthday / ORD
military 1	RT " @decruz0111 : A bunch of Warrant Officers taking a selfie in a military camp . Now I have seen everything ...
bookout 0	Skali nex week la book out Wednesday . Kene fake . Tis week bookout Thursday . Jadi laa ~
enlistment 2	feels good to be back on the water again since my enlistment 8 weeks ago .. @ Changi Beach Park
camp mate 2	Wah my camp mate still lepak
field camp 1	Field camp again
uniform 0	Wth that is just plain stupid . Such a tiny matter and you whine about how he does not take pride in wearing his army uniform
pasir laba 2	Immensely proud of you ! @ Leader's Square , Pasir Laba Camp
home team ns 1	Cousin's 21st . ( @ Home Team NS Bukit Batok Chalet )
pasir laba 0	fucking jungle ( @ Pasir Laba Camp in Singapore )
cadet 1	From L to R . Chao cadet , Signal boy , Mr ORD-LO , Nutrimen muscle boy , Mr just-got-a-new-gf , and Future
tekong 1	It's during 4 hours admin time till sleep like these that I wished I still had my dear tekong tablet . Or that I haven't already busted my 3G
bookout 2	Plan when bookout .. Watch The Avengers , eat souel Garden .. and might be buying 1 game for myself . :)
pasir laba 1	Before instagram is filled with all the SCGP photo ~ #withpridewelead @ Pasir Laba Camp
enlistment 1	@EvanDaNatoral haha not really la I think 18 days confinement was more sian feeling before enlistment compared to 5/6 days now lolol
cadet 1	he's my superstar the popz have been pop @ Specialist Cadet School ,
national service 1	Singapore not backing down on Kiwi teen doing national service
bookout 0	Where the Fuck is 975 limpeh need bookout
tekong 0	Can't wait to book out ): damn this confinement week ( @ Pulau Tekong in Singapore )
ns life 2	Proud of my man . Glad to be part of your BMT journey and of course , your remaining NS life . POP lo ,
service training 1	Throwback Firedrill Exercise Activation @ National Service Training
air force 1	Nike + R . T Air Force 1
infantry 1	@udit_pappashady Anyways joining y'all soon , how's infantry !
national service 2	Those were GOOD OLD DAYS when my dad was serving his national service while wearing the temasek green
ns life 1	AND THE START OF NS LIFE BECAUSE I'VE RECEIVE THE LETTER FROM CMPB . OHMAIGODD
saf 1	RSAF air show ! ! !
commando 0	Once again . zzz ( @ Commando Training Institude in Singapore )
mandai hill 1	Suppose to book in tonight but who care ? Last week And ord on Friday .. So morning okay I see you Mandai Hill Camp . ~ ~
ord 1	Now so fast my platton talk abt POP and ORD liao
tekong 0	I am fking hungry now I wish I could order macd but I am in tekong lolol
army life 0	We didn't choose the army life , the army life chose us #suckthumb @ Tekong A Holiday Resort
tekong 0	Because #bitch is #21 years old now . #38 getting #old @ Tekong Seafood Restaurant
army life 1	@LilYapper But it's true . How's army life man
mandai hill 0	FUCK MANDAI HILL CAMP WHO THE FUCK COMCEN 85 DOCKETS _ | _
singapore infantry regiment 1	5 days holiday ( @ 5th Bn . Singapore Infantry Regiment ( 5 SIR ) )
nee soon camp 1	Fall in ! ( @ The White House @ Nee Soon Camp )
maju camp 1	Same same but different . @ Maju Camp
saf 1	/ / 17.10 A day I will remember for life . LIMPEH COMMISSION LOH ! ! ! / / #OCS #RSAF @ SAFTI Military Institute
ord 1	Finally , ORD OH @ Public Transport Security Command
ippt 1	" @ChannelNewsAsia : Failed your IPPT ? You may get to play football or touch rugby for RT
hendon 1	#proudaf @ Hendon Camp
air force 1	F16 Thundering Down The Runway | Republic Of Singapore Air Force Open House 2016 | Singapore
bmt 2	@ahy0ng @Samfaithmeow @cherylime Bro , no worries . I've planned everything well . Won't have to serve BMT .
bookout 0	Finally bookout after 2 weeks sobs
platoon 1	Platoon Four minor FALL IN . #vscocam #supper #vsco #instasg #igerssg @ Blk 85 Bedok North Rd Hawker
sungei gedong camp 0	Fucking boring . ( @ Sungei Gedong Camp )
ord 1	Ord lo ( @ Singapore Polytechnic ( SP ) - @singaporepoly in Singapore , SIN )
pasir laba 1	Commissioning @ Pasir Laba Camp
cadet 1	Rite of passage : BB Officer Cadet Orientation ! @ BB Campus
ippt 2	Ippt improvement , from fail to pass . Next goal is swimming .
tekong 0	Tired tired tired . That's the words in my head every morning I wake up in Tekong :(
ippt 2	Thanks god im done w my ippt
platoon 2	BMT service of platoon 4 has finally completed our 4 weeks of bmt training . Although it's a one
ippt 0	@wpy91 walao ippt $ 400 udw to get free money ?
ocs 1	Already bracing myself for the next week , where I will undoubtedly sign the date as ' 14 ' , resulting in various cancellations in army docs .
saf 1	2006 / / As the RSAF motto always says : " First class air force , world class people " . But these are
enlistment 1	Lol enlistment letter came in but gonna differ Anyways .
ord 1	Faster ORD and leave this place
bmt 0	My buddy for BMT , @crazeonjin it's been one heck of a 9 weeks and I know I couldn't have get pass it
pasir laba 2	Congrats on your graduation Bobo ! ! @ Pasir Laba Camp
ord 0	So what kai has a grey blsck record ? The title is what the person has been pushing thru like fucking army , u push thru mud and shit
cadet 2	This is like my first time receiving such sweet drawing from my cadet (': @ Westwood Secondary School
seletar 1	I'm at Seletar Camp Dog Section in Singapore
ns life 2	Best Leopard tank crew of 3rd Coy incoming At least NS life as a tankee's not gonna be as boring
ord 1	ord on 10dec . 11dec start work
bmt 1	Almost 1 month in BMT already ! !
commando 1	@maxrushden @bglendenning Watching Big John Hartson on Prem preview show from Singapore and knowing he is commando is unsettling !
enlistment 0	Told myself to start running weeks before enlistment and here comes the haze , yeap it's a sign to just rot at home till the time is up
uniform 1	No . 1 uniform sizing ! ( @ ALB ( Army Logistic Base ) )
ippt 1	Ippt gold wasnt for the money . It was for the unlimited smoke break granted to me by my sir . Smoking like dragon hahaha
bookout 2	Yay yay bb bookout today wooohooo . Padahal tk jumpe but the thought that dia nak bookout just makes me happy .
ord 1	19 MONTHS TO ORD
tekong 1	Does it break your heart ? ( to leave your friends behind ) @ Pulau Tekong
ord 2	Happy ORD my bro ! ! @superacidic finally your time have come ! ! Welcome to the club
khatib 1	/ / seagames training @ Khatib Camp
saf 0	GOODBYE my dearest bestie @anyolehow have fun in tekong ! See you in 18 days sobs sobs .. @ SAF Ferry
pasir laba 1	I'm at Pasir Laba Camp in Singapore w / @_marguu @tohjxn
ord 1	Ord lo ( @ One Raffles Quay in Singapore )
nee soon camp 0	Shag ( @ Nee Soon Camp in Singapore )
pasir laba 2	ALL GROWN UP :') @ Pasir Laba Camp
saf 1	@Leftwithbones Welcome to SAF
ord 1	Kiwak 630 days to ORD
sungei gedong camp 1	Armour hq ! ( @ Sungei Gedong Camp in Singapore w / @bentannnyson )
enlistment 1	42 hours till enlistment . #nakdatangni
ippt 0	That frustration feelings when you're short of 1 point from getting Silver for IPPT .
bmt 2	I cant say how glad am i to be able to go through BMT with these buddies , this whole journey was
bookout 1	@X1m1n9THEh1pp0 oh ya hor this week good friday then thurs bookout . My last one liao
maju camp 0	I'm in hell ( @ Maju Camp in Singapore )
enlistment 1	Free gym sessions before enlistment
tekong 1	Tekong once again
field camp 0	army sucks sigh can't even last urban ops how do i last field camp
reservist 1	2 wks without him due to reservist I'll miss you hahas mengader padahal one mth tak jumpe pon boleh .
military 0	Monday blues in camp . @ SAFTI Military Camp
platoon 1	Platoon 11
cadet 0	Damn specialist cadet training is killing me already
bookout 1	Back To Pulau Cock People ! 4 more Days to Bookout Day !
training institute 1	POP LO ! ! ! once a commando , always a commando . @ Pasir Ris CTI Commando Training institute
bookout 0	@_Jeimez ya man . 31st bookout . Fucking toh
tampines 1	Collaboration Camp - Track + Floorball + Tennis Group 5 Blolehhh ! ! @ Tampines Junior College Stadium
home team ns 1	Yvonne's Debut today ! ! ! @ Home Team NS @ Sembawang
home team ns 1	How could we talk about family , when family is all we got . #TeamAlpha @ Home Team Ns Bukit Batok
ord 1	Well ORD LO ! ! !
home team ns 1	Rain within the clouds ... @ Home Team NS @ Sembawang
bookout 1	@brckn you think what anyhow can anyhow bookout Ah
ord 1	@haikalrahman91 hahaha when is your ord shoot ?
ocs 1	Hopefully this month will come to an end fast . BMT , COC , OCS and finally NDP city march . Can it just quickly get done with it .
safra resort 1	CLASS CHALET ( @ National Service Resort Country Club - SAFRA Resort in Singapore )
ord 2	" @Fated_Prince : @jeremyckj_ ord lo " good lorrrr
ord 2	Eh , Transport WARRIOR . Congrats on your Milestone Parade ! ORD LO . Eh , wait , still got two more
ippt 1	Is the new IPPT for the Reservists only or for SAF personnels too ?
reservist 1	Serving the nation at my annual reservist call up . ( @ Sungei Gedong Camp )
ord 1	@h4ilsc4le 62 days to ord .
sungei gedong camp 0	This feels like shit for 5 more weeks . Z ( @ Sungei Gedong Camp in Singapore )
bmt 1	BMT recruit asks for NSFs to be appreciated and thanked for their sacrifice . Maybe we need Mindef Sayang Department .
safra resort 1	earlier on , @ National Service Resort Country Club - SAFRA Resort
enlistment 0	Enlistment shit > <
tekong 1	" training to be soldiers , fight for our land ... " No more tekong , no more long train ride / drive
platoon 0	Why must reshuffle our buddy system and platoon really fk ..
ocs 1	Almost there boys . From Scs to OCS
platoon 0	@_Joemeister fk you la platoon 6 section 3 bed 10 asthma pes e excuse from pt everyday do saikang boy . Next door only also want disturb - _ -
ord 1	@wxforweixiang ORD LO @Geraldtohh
bmt 0	@aliderpmann Wahahaha ! Fuck man . I wanna go through BMT one more time . But not as a recruit la .
jurong 0	Back to hell ( @ Jurong Camp 1 in Singapore )
bmt 1	9 weeks of BMT had passed and I never once thought is would this
ippt 1	IPPT 3 stations only why still have 2.4
ord 1	@_HJX_ ORD LO
ord 1	ORD year !
platoon 2	Congratulations cuzz on completing your BMT getting platoon best ! All the best in the next phase !
hendon 2	Congrats precious ! so proud of you ! ~ x @ Hendon Camp
cadets 2	Baik ah NCD cadets in NDP . proud of you peeps . press on !
tekong 2	Sending @eddybing in to Tekong . Wahaha . Be a good soldier ! ! XD @ Whitesands Mall @ Pasir Ris
bookout 1	Bookout now is still better then bookout tomorrow
reservist 2	K time ! #life #army #friends #reservist #karaoke #enjoy #singing @ Teo Heng Karaoke
bedok 1	It's a hot day ! #soma #campagnolo #brooks @ Bedok Jetty
cadet 2	Glad I'm still your date for comms ball From recruit > > cadet > > officer , I'm glad to be with
bmt 1	@HMdaBAWS when BMT finish ?
tekong 2	why must you be in tekong .. cant wait for your book outhaha padahal just book in xD
ocs 1	When u fart in ur OCs office
air force 1	Road to Air Force Museum . @ZulliamG @_WaddiRashid
maju camp 1	Just realised : what if I get posted to Maju Camp for NS and I do my degree in SIM after that ? 7 + years of my life spent on Clementi Road .
field camp 1	Field camp approaching ...
ippt 0	IPPT @ 8am . Nervous !
kranji 1	@boboiscrazy I got posted out to kranji camp 3 too
pasir laba 1	Waiting for cuzzie kojohann to graduate ! ! @ Leader's Square , Pasir Laba Camp
ord 2	ORD PIC 4 : with my beloved teammates @ Police HQ @ New Phoenix Park
sungei gedong camp 0	You can run , but you'll just die tired . #latergram #BangBangYourRifle @ Sungei Gedong Camp
tekong 2	Congrats Bryan and all others upon completing the training in Tekong Witnessed that amazing teamwork
singapore infantry regiment 1	Amazing race the whole night wth ( @ 4th Bn . Singapore Infantry Regiment ( 4 SIR ) )
bmt 1	@Zialatan time BMT la bradder . Haha
cadet 1	Best cadet ? ? Srs per haha
sembawang 1	CAMP DAY 2 @ Sembawang Boys Brigade And Girls Guide Campus
reservist 2	Cant wait to see her after my reservist
reservist 2	Chilling right after reservist . While wait for e rain to stop . #Reef #Rasta . @ Geylang
enlistment 2	@Qiyangg : @dxniellim you have me bro thanks bro . All the best for your enlistment btw
commando 1	special forces or commando hmm
platoon 0	@_Paranoiav but only make me guilty for dragging my platoon mates down , not guilty for the mistake I make ahya fucking NS damn regimental
enlistment 0	Working till midnight today and there's no customer AIGOO . Exactly 3 weeks to enlistment ! @ Paul
cadet 1	reminiscing the old cadet days
platoon 2	Biking with my platoon mate from BMT ! :D #FromBedokToOutram #KeepingFit #WeekendExercise @ Marina Bay
tekong 1	@JonasSimplified @OyongQ @10tinky I don't think there's a tekong driving centre ...
ord 1	Happy for my friends that are gonna ord and yet sad that it's my turn to wait for 2 years !
sungei gedong camp 1	Till next year then , 409SAR @ Sungei Gedong Camp
ord 0	Would i be able to skip lecture tmr ... My man ord lah bodoh
ord 0	I gt no mood look at the ORD countdown app alr aft my ORD was extended - . -
ord 1	ORD lo ( @ Violet Ballroom in Singapore )
tekong 1	FINALLY ! After 9 weeks of BMT in Tekong , we will be moving on to the next phase of our NS journey .
army life 1	After Bmt , everyone will be taking their first step to real army life where it will officially be an
ns life 0	My brother has the most , most slackest NS life ever .
sembawang 2	All the best for your 9 weeks of BMT see u on 2 weeks time :) @ Sembawang Naval Base
amoy quee 1	Happy book out day but getting confine next week again . #2SIR #Platoon2 #FightToKill @ Amoy Quee Camp
nee soon camp 1	POP lo @ Nee Soon Camp
maju camp 2	I'm so happy cos I'm free ! #BookOut #SAF @ Maju Camp Clementi
tekong 1	@chocolatecunt wow like chalet or what . Tekong made mw fit siol
platoon 2	Last day of SSC during ILC . Gotta thank them for being my platoon mates and my platoon for being
platoon 1	Platoon dinner with MTO piaw ... #vsco @ Bigfood , Nong Chik Height
bedok 2	Best army fitness centre cohesion ever ! Haha ! @ Bedok Reservoir Park Forest Adventure
tekong 1	Black White . @ Not At Tekong
ocs 2	always like seeing how you are so enthu in sharing your OCS stories at home and here you are , finally
reservist 1	" Are you on reservist ? " " You look old and matured
commando 2	1st Commando Battalion's 4th Company - glad to have gone through training phase w / y'all
ippt 1	and start training for upcoming biathlon ippt .
field camp 1	@koksheng238 I DIDNT WAS AFTER FIELD CAMP HAHAHAHA I REGRET NOTHING
tekong 2	Probably my face after field camp this week ... Can't wait @ Somewhere in Tekong
national service resort country club 2	Happy birthday Bei bei @ National Service Resort Country Club
army life 1	Wants Laser wall , didn't spil our brave army life @adgpi @IAFIndia @IndiaINF @manoharparrikar @PMOIndia @ETDefence
saf 2	happy saf day !
ippt 1	I'm just ignoring the fact that I got ippt to take .
ocs 2	Is it your birthday ? If it is , then the whole OCS wishes you a very swell BIRTHDAY ! All the best for uni @sdcenetbos
platoon 0	One more day to POP ( #tb to being platoon IC on the first day of field camp . Shag as fuck . ) @ Pulau
bmt 1	@JovanSalvatore oh , somewhere around your BMT you will get to take that photo . After that they will give you the photo
ippt 0	I'm really disappointed with myself . Cause of my sickness I can't even complete my ippt .
saf 2	SAF daay meaaans early bookout WOOTS
ord 1	Whatever it is this will be the last phase before ORD so might as well give it my all .
pasir 1	Book out ! ( @ Pasir Ris Bus Interchange w / 4 others )
army life 1	For the first time in army life i have understudy . Not 1 but 3 of them . #eatsleepgym #repeat
tekong 1	Finally a Friday night where I'm not in tekong
reservist 1	@Shayfuul you got reservist ready ?
ippt 1	Ippt cleared ! !
ocs 2	Congrats Zi How for getting through OCS ! ! Bunnies are so proud of you ! #chubbybunny #armyboyboy
national service 0	Kene banned from going jb thank you national service
tekong 0	It took so much trouble and waiting just because of my high fever . Was send out from tekong camp to
saf 1	Last book out ah ( @ SAF Ferry Terminal in Singapore )
ord 1	@JoelAWJ when you ORD uh ? You applying disruption right .
reservist 1	@keeweeeee @kiampah yalor what happened ? i know @frhn on reservist lah but ... isn't he supposed to nap or smthg ? hehe
saf 0	Fucking waste time . Book in now and booking out in less than 4hours later ( @ SAF Ferry Terminal )
sungei gedong camp 1	gonna spend my week here ( @ Sungei Gedong Camp in Singapore )
nee soon camp 1	Off to nee soon camp for IMT
saf 1	Head to Head on with the ' Strikemaster ' , old military fighter aircraft ! ! #RSAF #Military #AirForce
commando 2	@shawntay1997 wa ! ! ! Really ah ! ! Eh congrats last long commando
national service resort country club 2	The fun never end ! ! #teampineapple @ National Service Resort Country Club
field camp 0	Cb . Tio guard duty ... Less than 24hrs of civilian life right after field camp ...
enlistment 1	Profile pic in the gym pe . ready for enlistment eh
field camp 1	What you need after a field camp . #onlysoldiersknowhowitfeels #dayumfeels #foodporn #stateland @
field camp 0	Burst mode - Charge up for field camp . #sedap @ Master Crab
reservist 0	What's with the sour face Mrs Policewoman ? I smiled but u showed me a long face . U don't like reservist eh ? #friendlyreservistofficer #fb
sembawang 1	Doing duty all night long , all night long , all night long ( @ Sembawang Camp )
air force 1	Air Force boys plays with their noisy toys
ord 1	@chrisfurrsthein ORD OHH
ns life 1	Tomorrow starts a phase in ns life
reservist 1	Better than SK II #reservist #facial #outfield #jungle #defendsg #soldier #wew #fml @ Tp4
platoon 0	@gnoll110 Can't make it myself , sadly , but sending a small platoon from @neoinnovate Singers down there . Be afraid . Be very afraid ! :-)
national service 1	the only time I'll die for my country would be if I commit suicide because of national service
ord 0	Actually sick of this life . Just wanna faster ord , get on with my own life that i want
seletar 0	Reach too early for interview . Zzzz ( @ Rolls-Royce Seletar Campus in Singapore )
bmt 2	Happy 21st bro ! ! Sec mates to same-bunk BMT comrade .. ! ! ! #potd #21st #bnss #bmt @ Costa Sands Resort
field camp 1	Reaching the field camp site just to see recruits being turned out
enlistment 2	All the best for your enlistment today my versace's . Enjoy your time in
stagmont 2	We met again ! Happy 50th Anniversary to Signal Formation ! #sig50 @ Stagmont Camp
bmt 1	[ #baldisbeautiful ] I miss BMT . And of course , when I went to the
cadet 2	Congrats on graduating as a specialist cadet ! So proud of you @ Pasir Laba Camp
reservist 1	5th day raya reservist dok .
ord 1	@Lervonn : last party before the official mugger comes out last party before ORD LOH
ord 2	Can't wait for baby's ORD Parade to be over
ippt 0	yet to train ' em legs for ippt ! DIE
commandos 2	Good to see all the familiar faces plus the commandos damn nice
ord 0	Ord parade rehearsal in a few mins . Farewell 1412 march seriously fucking damn hard .
ord 1	why they holding 42 SAR ORD
military 1	Monday ... ( @ Military Police Enforcement Unit ( MPEU ) @ Mowbray Camp in Singapore )
ord 0	@bengster_ sorry lor ORD korkor .
sembawang 2	Im so proud of you bubu ! @ Sembawang Army Camp
bookout 2	Thankful that I was able to bookout in time to witness my
field camp 1	180814-2208 14 FIELD CAMP ROUND 2
ord 1	#Freedom #Soon @ ORD Countdown
ord 2	@AmanSnchz ala chill uh if can i dowan ORD u gonan miss camp ! !
nee soon camp 1	why such a heavy rain ... ( @ Nee Soon Camp )
ord 2	@BumbleBots Aww nanty I ord I pull you wimme then we live Happily ever after
tekong 0	Less than 10 days in tekong before POP :'(
enlistment 2	Who cares about enlistment in a month time when there's good food ! Good food keeps my body in good
field camp 0	This week his field camp . Die liao
enlistment 2	Today has been the best day so far since enlistment in camp omfg
platoon 1	Tango platoon one reunite flying to Brunei without passport . @ Changi Airport
ippt 1	Day 7 training IPPT.The rain doesn't stop one from running but you do - Quoted by @claychua aka
ippt 2	Chilling at Navy mess after IPPT #sunnyday #shag #nofilter @ Changi Naval Central Mess
tekong 0	Tekong taking my best friend away :-( I'll miss u :-( @ HART
bedok camp 1	just another day with ze boyz @ Bedok Camp | |
ord 1	@hadischerzy hahaha ord pun.just miss the ns time
infantry 1	@khyyyy_ yeah mono ! Armour infantry uh .
nee soon camp 1	Back to old camp ! ( @ Nee Soon Camp )
tekong 1	@DennisKooooooo in tekong still so free can twitter if got war whole sg die
ippt 1	Speaking abt arms training , rmb how IPPT change the game to 60 pushups in 1 min ? I tried it and fell flat after 40 pushups ... #Aforeffort ?
enlistment 1	4 more days to enlistment ... WHATTTTTT
tekong 1	7.30 am should be reaching tekong , now 8.32 am lols !
pasir laba 1	Back to basis . @ Pasir Laba Camp
uniform 1	who say army boys can't go town on a friday ? who say they are always in their uniform look
enlistment 1	Zongyi's last day of party before enlistment ! ( @ Suncity Entertainment w / @dexunsibeisian @andyyswifty )
enlistment 0	Guess i " m alone in this motherfucker . 2 months to enlistment . COME ON TIME PASS FASTER PLEASE
cadet 1	Specialist Cadet Graduation Parade 03 | 03 @ Specialist Cadet School , Singapore
ippt 1	@Mv_Santhosh ippt ah ? Wah get $ 300 right belanja me lunch pls Santhosh
tekong 0	Tonight go back camp , tomorrow go tekong . Will be back on 23rd june . No phone allow to bring tekong . Haiis .
tekong 2	Fucking survived 16 - day confinement period in Tekong . But its all thanks to these new buds who liven
scdf 0	@Royalrinaaa now cannot tell yet cosstarting no matter army police or scdf all treated like one useless shit or dog . need post out then knw
bedok camp 1	@SimYien tabao hokkien mee to bedok camp ll , thanks
home team ns 1	day 1 of min's bday chalet . @ Home Team NS @ Sembawang
sembawang 1	Christian Fellowship FOC ! #Campig14 #lol #forcedtodothis #ChristianFellowship #FOC @ Sembawang Park
tampines 2	Mini cell outing . All the best for the army dom ! @ Tampines Mall
commando 0	Running with CO later . Hais CO is a commando . How to run liddat ?
sembawang 1	I'm at Sembawang Camp STC
cadet 2	Well ... Guess this is my last book in as a cadet ? Hehe (:
bmt 2	Early morning jog . Thank you BMT for changing my body clock .
national service resort country club 1	Watch me whip ... @ National Service Resort Country Club
ord 2	This ORD parade is the messiest yet happiest parade of all time ! Thank you for always attending all
jurong 1	Outpro today ! Bye bye jurong camp . See you next year
ord 1	You can't wait to ORD OHHH ! ! ! " @Sakmailongkok : What am I thinking ?
field camp 1	Renovate my latest post on IG to my tercinta this going to field camp tmr ~ #teamwork
seletar 0	Worse than Monday blues ( @ Seletar Camp )
enlistment 1	8 days to chinese new year , 16 days to enlistment
ippt 0	IPPT incentive only coming 2 months later ? ! ! Walao I wan return money Leh
saf 1	Book out lo ! ! ( @ SAF Ferry Terminal )
ocs 2	@Jiajiajiahui Ive prove my mettle and worth . Ive made OCS proud . I belong to OCS !
pasir laba 0	Worst place ever ! ( @ Pasir Laba Camp in Singapore )
bedok camp 1	While tekong recruits are resting for their pop , there is us on standby at bedok camp ...
ord 0	from kenduri ran home to packed then rush for recall . Fts I want to ORD now ! ! !
ippt 1	Back from late night training for next week's IPPT + for burning all the fats gained after
saf 2	It's funny how you can be a marksman at the range , go for jungle warfare field camps , and still fall because of a fever , THANKS SAF
reservist 2	Almost done with first army reservist . 4 days done and one more to go . I can smell freedom once again .
army life 1	" My Army Life " @ Auckland New Zealand
jurong 1	@_Missyyyyy I mean middle of west laaa in between jurong and yishun . Cuz all set up camp there only .
ns life 2	The feeling has yet to sink in .. But this was probably the happiest moment of my NS life thus far .
enlistment 2	goodluck for your enlistment cousin hopefully dapat keluar and celebrate raya this year hehe take care #tb2011
cadet 1	OCS Family Day ! The journey of Junior Officer Cadet begins ... #OCSFamilyday #10516OCC @ SAFTI
field camp 1	@zacknows Yes , because field camp starts on Sat .
enlistment 1	Enlistment day today at Pasir Ris . My oh my . How time flies . #ordlo
ord 2	Happy ord to you ! ! All the best in your future @ Peicai Secondary School
enlistment 2	REC SAMUEL XIAO , FALL IN ! All the best for enlistment bro :) @ Pulau Tekong , Singapore
air force 1	@yougotsiewed not Air Force la probably sig BN
selarang camp 2	Selarang Camp here I come ! :)
national service 0	The ruling class don't care for the sacrifice of brave soldiers.Compulsory national service for all is the only way to induce patriotism .
ippt 2	@joshm118 @marktivates @TeemoSalohcin h a h a h a h a that's very trueeeeeeeeeeeeeee BTW I FINALLY PASS MY IPPT
pasir 0	day two camp zz ( @ Blk 743 Pasir Ris Street 71 in Singapore )
keat hong 0	Fuck this shit .. ( @ Keat Hong Camp in Singapore )
sembawang 1	taaaaaataaaaa @ Sembawang Boys Brigade And Girls Guide Campus
reservist 1	Hmmmm out pro today end of reservist
bedok camp 1	Back to camp on a sat ... family day . ( @ Bedok Camp II in Singapore )
ord 1	Time to saveup this month till i ORD in 2 month time .
ord 0	@_ftnA tired ahhhh . Money is never enough . And i can't stay at home doing nothing . Restless but yeah next month dah ord .
air force 1	Air force infanteer
enlistment 1	@2pig4u our enlistment tradition ; You're only a man if you can live with no pride at all
national service resort country club 2	Happy Birthday Roy #ROYXXI @ National Service Resort Country Club
military 1	Friday ... ( @ Military Police Enforcement Unit ( MPEU ) @ Mowbray Camp in Singapore )
reservist 1	I liked that my husband will always update me with his shits ... Even during reservist . Always feels
enlistment 0	Damn 24 days to enlistment
keat hong 0	Tiring week ahead . ( @ Keat Hong Camp in Singapore )
tekong 1	A group photo with our sir ( ME5 Janiel Toh ) and the peeps from C4 before we head to Tekong for our
tampines 1	Playing army game with this Lil Ones . @ BlackBox Tampines Primary School
ippt 1	@boy_chinnakrit bro napfa gold is nothing . Ippt gold , running must be 9.45 and below .
commando 0	Commando Training Is Def Tough .
enlistment 1	Enlistment party before I enlist
enlistment 2	@kuektt doing gr8 haha ( while waiting for enlistment letter to come ) u ?
amoy quee 1	Sending @xulonggg back to camp ( @ Amoy Quee Camp in Singapore )
bookout 2	@DBM_Keith YEAP but not now anymore MYAHAHAHAHA #bookout
ord 1	I have just planned my ord holiday . Vacation in china with mum > staycation in singapore during pinkdot > backpacking to taiwan
reservist 1	Well , only during reservist i can see him like this !
ord 2	@xinhuahua94 yea haha he gonna ord soon alr
sungei gedong camp 1	I'm at Sungei Gedong Camp in Singapore w / @isagoodboi
mindef 1	Sgrean fren wanting to come bk from NYC , over 10 yrs exp in IT audit was only offered $ 3.6 K by #Singapore MINDEF .
air force 0	Damn the Nike Air Force 1 flax hi
national service resort country club 2	Gawain retirees . #vsco #vscocam #allguys #lol @ National Service Resort Country Club
bmt 1	@_ChickenPotatoo pes c mah , they BMT also 4 weeks only , no meh ?
tekong 1	Back to tekong today .
saf 1	What's SAF day when we have to stay back in camp hmm
tekong 1	All of them are giving me money as thou i can spend it inside tekong
home team ns 1	Bowed and ready to fire ! @ Archery Range @ Home Team Ns Bukit Batok
reservist 1	If I don't go school next year and just proceed with my reservist next year on June then enter school on 2016 wouldn't it be better ?
sembawang 1	@stompsingapore that cat looks exactly the same as the one at Sembawang Camp .
field camp 2	@amrlrfd : " @RSuhairy : 5 more days to field camp . " stay safe bruh . Thanks buddy .
platoon 1	" C130 see me rolling they hatin ' " Great futsal with the retards of platoon 4 . #ooohs #vipercoy
jurong 1	Can't seem to find time to watch Netflix's Luke Cage . Shall make time this coming week , before I go for my 2wks vacay at Jurong Camp 2 .
lim chu kang 1	Booking in @ 4SIR , Lim Chu Kang Camp 1
ord 0	My workplace is so empty today . :( #EverybodyReportSickOutside #FormationOnCohesion #461DaysToORD ( @ Seletar Camp )
saf 1	With the Apache . @ RSAF Family Day
bedok camp 0	2 months here and another 1 year 10 months to go .. Already half dead .. ( @ Bedok Camp 2 )
enlistment 0	Today , 6th Oct , marks the day of my enlistment and was so freaking
ord 1	Shall start planning what to do after ord
ord 1	98 more working days to ORD
bmt 0	Bad enough in BMT I had to wait for my buddy to stop snoring before I could sleep . Now I have to wait for both ; my current and old buddy .
air force 0	Never liked the Nike Air Force
mandai hill 1	Home of the leopards @ Mandai Hill Camp
ord 1	E PREP E PREP E PREP . I HEAR ORD ORD ORD
bmt 2	Probably the last Starbucks before BMT . Thank you @jess_monkey @ Starbucks , Boathouse
pasir laba 2	Happy Scs grad dearest older bro ! 3SG lo ! @dannyloke @ Pasir Laba Camp
bookout 1	Need some.meat during.this coming bookout
tekong 0	This guy don't believe he kena Tekong still ask me check = . = @ParKarWan
nee soon camp 1	@kellyoncrack why 21 , can don't so gangster please ? My camp is Nee Soon camp which is located at Nee Soon near Yishun .
enlistment 1	My Nigga My Niggas | 2 years gone since enlistment and its finally over . I will sincerely miss each
ippt 2	IPPT reduce to 3 station ? I think my grandmother also can pass .
bmt 0	Never really thought anything or anyone can make me lose weight , BMT proved me wrong
tekong 1	my freedom ends today @ Pulau Tekong BMTC HQ
navy 1	Airforce of Navy ?
tekong 1	Back to Tekong for another week
enlistment 2	Such a small world mr barista meetup soon with the rest ! And all the best for your enlistment too !
